1,-159.65027
1.5,-160.05203
2,-161.6724
2.5,-163.76415
3,-166.17149
3.5,-169.1478
4,-172.79795
4.5,-177.11183
5,178.25027
5.5,171.42333
6,164.11261
6.5,158.25726
7,149.41604
7.5,138.37783
8,120.27289
8.5,107.83723
9,92.497061
9.5,78.47967
10.5,51.335176
11,38.830459
11.5,28.516001
12,19.910256
12.5,9.9182455
13,1.3204557
13.5,-7.3227152
14,-16.167532
14.5,-45.834575
